training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
340,1426063360,1.618240556716919,805.9963190555573,206335.05767822266,6.852795922895893e-05
615,2579496960,1.6049977731704712,1480.500453710556,379008.11614990234,6.836811371613294e-05
990,4152360960,1.594797191619873,2333.9633750915527,597494.6240234375,6.815014785388485e-05
1255,5263851520,1.5912671709060668,2961.687971353531,758192.1206665039,6.79961231071502e-05
1565,6564085760,1.5901156234741212,3699.9308836460114,947182.3062133789,6.781593401683494e-05
1810,7591690240,1.586198697090149,4255.91148018837,1089513.3389282227,6.767352897441015e-05
2150,9017753600,1.5839121961593627,5024.551464319229,1286285.1748657227,6.747590668965131e-05
2500,10485760000,1.5820579528808594,5818.159787654877,1489448.9056396484,6.727247091475874e-05
2765,11597250560,1.5825859642028808,6431.716231107712,1646519.3551635742,6.711844616802409e-05
3160,13254000640,1.578509578704834,7345.451099872589,1880435.4815673828,6.688885332550853e-05
3480,14596177920,1.5791614484786987,8092.022440433502,2071557.7447509766,6.670285802101716e-05
3775,15833497600,1.5744779205322266,8767.39313364029,2244452.642211914,6.653139280388132e-05
4060,17028874240,1.5753804922103882,9447.192639112473,2418481.315612793,6.636573380092159e-05
4310,18077450240,1.5748329401016234,10027.022123336792,2566917.6635742188,6.622042565140873e-05
4550,19084083200,1.5730882167816163,10576.379052400589,2707553.037414551,6.608092371607199e-05
4805,20153630720,1.5715075159072875,11158.414714336395,2856554.166870117,6.593271245947108e-05
5105,21411921920,1.569187421798706,11862.036151885986,3036681.2548828125,6.575833685928956e-05
5425,22754099200,1.5699743795394898,12592.760034799576,3223746.5689086914,6.557234155479819e-05
5650,23697817600,1.5652864265441895,13133.071051836014,3362066.1892700195,6.544155621668324e-05
6035,25312624640,1.5638192701339722,14030.22176027298,3591736.770629883,6.521777686430141e-05
6330,26549944320,1.5681873321533204,14711.906752586365,3766248.1286621094,6.504631164716557e-05
6645,27871150080,1.5627027702331544,15456.196798086166,3956786.3803100586,6.486321944976225e-05
6910,28982640640,1.5610841083526612,16066.988289356232,4113149.0020751953,6.47091947030276e-05
7165,30052188160,1.5615871906280518,16654.42129969597,4263531.852722168,6.456097617046908e-05
7425,31142707200,1.5645559978485108,17265.00631093979,4419841.615600586,6.440985453082249e-05
7785,32652656640,1.5607586336135864,18104.521532058716,4634757.512207031,6.420060526579618e-05
8070,33848033280,1.5604530096054077,18757.52961397171,4801927.581176758,6.403495353879407e-05
8295,34791751680,1.5613171815872193,19274.202206134796,4934195.764770508,6.390416820067912e-05
8535,35798384640,1.5578596353530885,19813.71232509613,5072310.355224609,6.37646735413e-05
8795,36888903680,1.5551342582702636,20414.72296833992,5226169.0798950195,6.361355190165341e-05
9025,37853593600,1.5575386190414429,20940.55059313774,5360780.951843262,6.34798634564504e-05
9400,39426457600,1.5554211330413819,21812.109808921814,5583900.111083984,6.326189759420231e-05
9715,40747663360,1.556917018890381,22542.035999298096,5770761.2158203125,6.3078805396799e-05
10070,42236641280,1.5582432985305785,23352.388293743134,5978211.403198242,6.287246651481837e-05
10295,43180359680,1.5568170738220215,23872.827875614166,6111443.936157227,6.274168845266104e-05
10605,44480593920,1.5549594163894653,24589.534301757812,6294920.78125,6.256149936234578e-05
10930,45843742720,1.5545053482055664,25358.808262348175,6491854.915161133,6.237259367480874e-05
11215,47039119360,1.550887818336487,26025.84851026535,6662617.21862793,6.220694194780663e-05
11555,48465182720,1.5518133783340453,26791.96462750435,6858742.944641113,6.200931966304779e-05
11890,49870274560,1.5535324907302857,27571.72452569008,7058361.47857666,6.181460048537701e-05
12175,51065651200,1.550883536338806,28212.412959337234,7222377.717590332,6.16489487583749e-05
12425,52114227200,1.5485265445709229,28782.546991109848,7368332.029724121,6.150364060886204e-05
12730,53393489920,1.5510961532592773,29507.32570052147,7553875.379333496,6.132636190159246e-05
13015,54588866560,1.549284954071045,30158.78279209137,7720648.394775391,6.116070289863274e-05
13415,56266588160,1.552486686706543,31101.609414815903,7962012.010192871,6.092820694902912e-05
13805,57902366720,1.552199697494507,31992.497676610947,8190079.405212402,6.070152448955923e-05
14180,59475230720,1.5470599460601806,32886.17706298828,8418861.328125,6.048355498933233e-05
14450,60607692800,1.5489162635803222,33514.932136535645,8579822.626953125,6.032661985955201e-05
14695,61635297280,1.5477478408813476,34075.356810092926,8723291.343383789,6.018421481712721e-05
15000,62914560000,1.543528437614441,34807.71875858307,8910776.002197266,6.0006936109857634e-05
15305,64193822720,1.5468650436401368,35514.63099241257,9091745.534057617,5.9829657402588055e-05
15680,65766686720,1.540996379852295,36391.95647358894,9316340.85723877,5.961169154033996e-05
15965,66962063360,1.5399002981185914,37070.284098386765,9489992.729187012,5.944603981333785e-05
16300,68367155200,1.5444617700576782,37853.563311100006,9690512.207641602,5.925132063566707e-05
16670,69919047680,1.5386622858047485,38695.66263437271,9906089.634399414,5.9036261518485844e-05
16910,70925680640,1.5419238090515137,39262.56024956703,10051215.42388916,5.889676322112791e-05
17165,71995228160,1.5399140405654907,39862.66890287399,10204843.239135742,5.874854832654819e-05
17425,73085747200,1.5421667003631592,40465.11421442032,10359069.238891602,5.859742304892279e-05
17690,74197237760,1.5381574249267578,41070.201156139374,10513971.49597168,5.8443394664209336e-05
17945,75266785280,1.5403591775894165,41660.75303196907,10665152.776184082,5.8295176131650805e-05
18275,76650905600,1.5373179054260253,42444.894955158234,10865893.108520508,5.81033673370257e-05
18510,77636567040,1.5400733470916748,42997.210401296616,11007285.862731934,5.7966775784734637e-05
18750,78643200000,1.5406368732452393,43574.14296269417,11154980.598449707,5.7827277487376705e-05
19035,79838576640,1.5359001493453979,44288.694413900375,11337905.769958496,5.7661622122395784e-05
19325,81054924800,1.5356152725219727,44993.05548071861,11518222.203063965,5.74930636503268e-05
19595,82187386880,1.537904191017151,45617.38076686859,11678049.47631836,5.7336124882567674e-05
19770,82921390080,1.534038815498352,46021.857204437256,11781595.444335938,5.723440699512139e-05
20040,84053852160,1.5376662874221803,46687.448335886,11951986.773986816,5.707747186534107e-05
20280,85060485120,1.5351179456710815,47294.76152420044,12107458.950195312,5.6937973567983136e-05
20535,86130032640,1.5340012741088866,47921.1394572258,12267811.701049805,5.678975867340341e-05
20860,87493181440,1.5338728380203248,48772.13713765144,12485667.10723877,5.660085298586637e-05
21095,88478842880,1.5385234260559082,49363.669286966324,12637099.337463379,5.64642614335753e-05
21370,89632276480,1.532801251411438,50073.3399438858,12818775.025634766,5.6304419558728114e-05
21645,90785710080,1.5361132955551147,50762.75538563728,12995265.378723145,5.6144577683880925e-05
22020,92358574080,1.531789288520813,51738.95875930786,13245173.442382812,5.592661182163283e-05
22385,93889495040,1.5336677026748657,52670.29964208603,13483596.708374023,5.571445944951847e-05
22695,95189729280,1.5282061100006104,53473.869824409485,13689310.675048828,5.5534273997182027e-05
23015,96531906560,1.5331871032714843,54302.397018671036,13901413.636779785,5.534827505471185e-05
23305,97748254720,1.5322805833816528,55052.88818240166,14093539.374694824,5.517971658264287e-05
23605,99006545920,1.5294403648376464,55848.05881381035,14297103.05633545,5.500534098246135e-05
