training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
1290,5410652160,5.970873527526855,1916.6399681568146,490659.83184814453,0.00019340329163242131
3265,13694402560,3.2604511642456053,4848.888065814972,1241315.3448486328,0.0003000000142492354
4575,19188940800,2.888548288345337,6652.545394897461,1703051.62109375,0.0003000000142492354
7055,29590814720,2.7221426296234132,10465.404177904129,2679143.469543457,0.0003000000142492354
8895,37308334080,2.616291103363037,13140.052797794342,3363853.5162353516,0.0003000000142492354
11670,48947527680,2.536383981704712,17838.381856679916,4566625.755310059,0.0003000000142492354
13505,56644075520,2.4767827796936035,20365.318793058395,5213521.611022949,0.0003000000142492354
15805,66290974720,2.435423879623413,24113.398501873016,6173030.016479492,0.0003000000142492354
17700,74239180800,2.3964507389068603,26849.107813835144,6873371.600341797,0.0003000000142492354
19050,79901491200,2.3772277641296387,28767.1561896801,7364391.9845581055,0.0003000000142492354
20940,87828725760,2.3991868019104006,31490.177367925644,8061485.406188965,0.0003000000142492354
22690,95168757760,2.34321439743042,34120.41601896286,8734826.500854492,0.0003000000142492354
24610,103221821440,2.317070655822754,36950.211074352264,9459254.03503418,0.0003000000142492354
26810,112449290240,2.3007624912261964,39958.97602677345,10229497.862854004,0.0003000000142492354
28705,120397496320,2.2849823093414305,42676.601992845535,10925210.110168457,0.0003000000142492354
30270,126961582080,2.2731912517547608,45248.07564377785,11583507.364807129,0.0003000000142492354
31601,132544200704,2.2603963216145835,47325.226069927216,12115257.873901367,0.0003000000142492354
33941,142358872064,2.2521857452392577,50523.22919034958,12933946.672729492,0.0003000000142492354
36466,152949489664,2.243403959274292,54359.25885820389,13915970.267700195,0.0003000000142492354
38421,161149353984,2.2240604305267335,57226.93031692505,14650094.161132812,0.0003000000142492354
40661,170544594944,2.2141646480560304,60267.03142309189,15428360.044311523,0.0003000000142492354
42436,177989484544,2.2029472064971922,62833.42337155342,16085356.383117676,0.0003000000142492354
44391,186189348864,2.1936937808990478,65558.18872356415,16782896.313232422,0.0003000000142492354
47231,198101172224,2.1810549545288085,69742.60226631165,17854106.18017578,0.0003000000142492354
49186,206301036544,2.1736184978485107,72398.7076356411,18534069.15472412,0.0003000000142492354
51271,215046160384,2.253606328964233,75214.97789525986,19255034.341186523,0.0003000000142492354
53241,223308939264,2.1548781967163086,78210.45499587059,20021876.47894287,0.0003000000142492354
56012,234931355648,2.144113004207611,83794.61253786087,21451420.809692383,0.0003000000142492354
57617,241663213568,2.142407789230347,86206.46052145958,22068853.893493652,0.0003000000142492354
59247,248499929088,2.1375789260864257,88556.97177791595,22670584.775146484,0.0003000000142492354
61052,256070647808,2.135520267486572,91073.18482899666,23314735.316223145,0.0003000000142492354
63172,264962572288,2.135193681716919,94287.14429044724,24137508.938354492,0.0003000000142492354
65447,274504613888,2.1228764247894287,97476.99922704697,24954111.802124023,0.0003000000142492354
67567,283396538368,2.119365301132202,100516.82721877098,25732307.76800537,0.0003000000142492354
