training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
125,524288000,2.554782357215881,984.4803285598755,126013.48205566406,4.273942613508552e-05
250,1048576000,1.492537350654602,1976.7299485206604,253021.43341064453,6.872427184134722e-05
375,1572864000,1.4975359773635863,2973.380742073059,380592.73498535156,6.871581717859954e-05
500,2097152000,1.4889154148101806,3958.0899834632874,506635.5178833008,6.869788194308057e-05
625,2621440000,1.4991708898544311,4951.81186914444,633831.9192504883,6.867046613479033e-05
750,3145728000,1.507406897544861,5936.469957828522,759868.1546020508,6.863359158160165e-05
875,3670016000,1.498574013710022,6925.770752429962,886498.6563110352,6.858726555947214e-05
1000,4194304000,1.4995141220092774,7912.4334597587585,1012791.4828491211,6.853148806840181e-05
1125,4718592000,1.497445855140686,8903.68198633194,1139671.2942504883,6.846628821222112e-05
1250,5242880000,1.5074591159820556,9896.094131469727,1266700.048828125,6.839167326688766e-05
1375,5767168000,1.5002111291885376,10887.623195648193,1393615.7690429688,6.830767233623192e-05
1500,6291456000,1.4991462469100951,11878.205075263977,1520410.249633789,6.821430724812672e-05
1625,6815744000,1.4921324682235717,12867.40041255951,1647027.2528076172,6.81115998304449e-05
1750,7340032000,1.523764271736145,13853.18541765213,1773207.7334594727,6.799957918701693e-05
1875,7864320000,1.515320167541504,14843.755986690521,1900000.7662963867,6.787827442167327e-05
2000,8388608000,1.5183739233016968,15826.274373531342,2025763.1198120117,6.774772919015959e-05
2125,8912896000,1.5051481771469115,16821.798691749573,2153190.2325439453,6.760796532034874e-05
2250,9437184000,1.5188077306747436,17806.938366889954,2279288.110961914,6.745903374394402e-05
2375,9961472000,1.495236349105835,18797.5475025177,2406086.0803222656,6.73009708407335e-05
2500,10485760000,1.4941252279281616,19785.608899593353,2532557.939147949,6.713382026646286e-05
2625,11010048000,1.50147403717041,20781.896586418152,2660082.7630615234,6.695761840092018e-05
2750,11534336000,1.497354221343994,21773.439099788666,2787000.204772949,6.677243072772399e-05
2875,12058624000,1.492594337463379,22754.230978488922,2912541.565246582,6.657830090261996e-05
3000,12582912000,1.4926585578918456,23750.513849258423,3040065.772705078,6.63752798573114e-05
3125,13107200000,1.4984318923950195,24744.183931350708,3167255.5432128906,6.616342579945922e-05
3250,13631488000,1.514411540031433,25741.15688085556,3294868.0807495117,6.594280421268195e-05
3375,14155776000,1.5011372566223145,26731.743879318237,3421663.2165527344,6.571345875272527e-05
3500,14680064000,1.4847777557373047,27724.0012717247,3548672.1627807617,6.547546945512295e-05
3625,15204352000,1.5044882965087891,28723.126101493835,3676560.140991211,6.522889452753589e-05
3750,15728640000,1.4940216732025147,29723.706996440887,3804634.4955444336,6.497379945358261e-05
3875,16252928000,1.4894179916381836,30711.214339733124,3931035.43548584,6.471026426879689e-05
4000,16777216000,1.49800621509552,31701.409969329834,4057780.4760742188,6.443835445679724e-05
4125,17301504000,1.484294719696045,32693.367190361023,4184751.000366211,6.415814277715981e-05
4250,17825792000,1.5007028341293336,33689.12601232529,4312208.129577637,6.386970926541835e-05
4375,18350080000,1.493506498336792,34682.32307434082,4439337.353515625,6.357313395710662e-05
4500,18874368000,1.4821550846099854,35666.2157535553,4565275.616455078,6.326850416371599e-05
4625,19398656000,1.4927472066879273,36650.89477300644,4691314.530944824,6.29558926448226e-05
4750,19922944000,1.4983328580856323,37638.09194803238,4817675.7693481445,6.263539398787543e-05
4875,20447232000,1.5008873271942138,38624.85774278641,4943981.79107666,6.230709550436586e-05
5000,20971520000,1.4903150367736817,39610.86201429367,5070190.33782959,6.197109178174287e-05
5125,21495808000,1.4989620018005372,40605.754997730255,5197536.639709473,6.162746285554022e-05
5250,22020096000,1.5058591556549072,41593.60118150711,5323980.95123291,6.12763105891645e-05
5375,22544384000,1.4910902786254883,42581.0441327095,5450373.648986816,6.091773684602231e-05
5500,23068672000,1.4767752408981323,43574.69149827957,5577560.511779785,6.055183621356264e-05
5625,23592960000,1.4914532852172853,44564.69118833542,5704280.472106934,6.0178706917213276e-05
5750,24117248000,1.5105006313323974,45558.96450281143,5831547.456359863,5.979845445835963e-05
5875,24641536000,1.4840446662902833,46552.533349990845,5958724.268798828,5.94111843383871e-05
6000,25165824000,1.4915190172195434,47544.051904678345,6085638.643798828,5.90170020586811e-05
6125,25690112000,1.4764682626724244,48542.83632040024,6213483.0490112305,5.8616020396584645e-05
6250,26214400000,1.4947553205490112,49535.04325628281,6340485.536804199,5.820834121550433e-05
6375,26738688000,1.4819254302978515,50523.48965167999,6467006.675415039,5.779408820671961e-05
6500,27262976000,1.4844385862350464,51516.32220029831,6594089.241638184,5.737336687161587e-05
6625,27787264000,1.4932914543151856,52510.58640241623,6721355.059509277,5.694629726349376e-05
6750,28311552000,1.4815798425674438,53504.04151201248,6848517.313537598,5.65129957976751e-05
6875,28835840000,1.4881651401519775,54497.4182844162,6975669.540405273,5.607358252746053e-05
7000,29360128000,1.4796349620819091,55486.41178607941,7102260.708618164,5.5628181144129485e-05
7125,29884416000,1.4790048694610596,56482.15041399002,7229715.252990723,5.51769117009826e-05
7250,30408704000,1.4827857828140258,57463.426065444946,7355318.536376953,5.471989788929932e-05
7375,30932992000,1.4792558193206786,58459.337282180786,7482795.172119141,5.4257267038337886e-05
7500,31457280000,1.4781176567077636,59457.12294816971,7610511.737365723,5.378914647735655e-05
7625,31981568000,1.4841596031188964,60450.812039375305,7737703.941040039,5.3315667173592374e-05
7750,32505856000,1.4755689001083374,61440.799317359924,7864422.31262207,5.2836956456303596e-05
7875,33030144000,1.4764146280288697,62426.203353405,7990554.02923584,5.2353148930706084e-05
8000,33554432000,1.4695409059524536,63427.24039077759,8118686.770019531,5.18643792020157e-05
8125,34078720000,1.4723982000350953,64413.376405239105,8244912.1798706055,5.1370778237469494e-05
8250,34603008000,1.4811096334457396,65416.51983499527,8373314.5388793945,5.087248428026214e-05
8375,35127296000,1.4618944311141968,66408.41525316238,8500277.152404785,5.036963921156712e-05
8500,35651584000,1.4810321426391602,67396.42352819443,8626742.211608887,4.986237399862148e-05
8625,36175872000,1.4964146041870117,68386.16661310196,8753429.32647705,4.93508305225987e-05
8750,36700160000,1.4802560997009278,69378.4465432167,8880441.157531738,4.883515430265106e-05
8875,37224448000,1.4757713842391968,70373.2158613205,9007771.630249023,4.831548358197324e-05
9000,37748736000,1.4619942569732667,71361.52238368988,9134274.865112305,4.7791963879717514e-05
9125,38273024000,1.4840023851394653,72348.26117753983,9260577.430725098,4.726473707705736e-05
9250,38797312000,1.4723041582107543,73342.45064258575,9387833.682250977,4.6733952331123874e-05
9375,39321600000,1.4644659996032714,74334.40888643265,9514804.337463379,4.6199755161069334e-05
9500,39845888000,1.460612325668335,75321.32328510284,9641129.380493164,4.566228744806722e-05
9625,40370176000,1.4779297924041748,76309.20647382736,9767578.428649902,4.512170562520623e-05
9750,40894464000,1.4698872137069703,77308.77655506134,9895523.399047852,4.457815521163866e-05
9875,41418752000,1.468229856491089,78304.61529016495,10022990.757141113,4.403178536449559e-05
10000,41943040000,1.4836175775527953,79304.67171669006,10150997.979736328,4.3482745240908116e-05
10125,42467328000,1.4738706302642823,80295.66708803177,10277845.387268066,4.293119127396494e-05
10250,42991616000,1.473243055343628,81286.63889408112,10404689.778442383,4.237727262079716e-05
10375,43515904000,1.4678482389450074,82276.86048984528,10531438.142700195,4.182114207651466e-05
10500,44040192000,1.4657092475891114,83264.51493740082,10657857.911987305,4.126295607420616e-05
10625,44564480000,1.4797403383255006,84252.94907569885,10784377.481689453,4.070286377100274e-05
10750,45088768000,1.4585044288635254,85236.22227907181,10910236.451721191,4.014102159999311e-05
10875,45613056000,1.4693016576766968,86232.91317224503,11037812.886047363,3.9577585994265974e-05
11000,46137344000,1.4555245351791382,87218.0213546753,11163906.733398438,3.901270974893123e-05
11125,46661632000,1.4605278205871581,88211.04061365128,11291013.198547363,3.844655293505639e-05
11250,47185920000,1.4623273992538453,89203.6712551117,11418069.920654297,3.787926834775135e-05
11375,47710208000,1.4501904296875,90203.31879377365,11546024.805603027,3.7311012420104817e-05
11500,48234496000,1.4555465793609619,91199.40769195557,11673524.184570312,3.67419452231843e-05
11625,48758784000,1.4745562267303467,92195.03290891647,11800964.212341309,3.6172219552099705e-05
11750,49283072000,1.4669678735733032,93188.7359547615,11928158.202209473,3.5601995477918535e-05
11875,49807360000,1.4451501083374023,94178.76350164413,12054881.72821045,3.503142579575069e-05
12000,50331648000,1.4586689186096191,95164.90592002869,12181107.957763672,3.44606778526213e-05
12125,50855936000,1.4642741441726685,96151.27073287964,12307362.653808594,3.388989716768265e-05
12250,51380224000,1.4485573005676269,97140.30460119247,12433958.988952637,3.3319251087959856e-05
12375,51904512000,1.452154188156128,98129.22229290009,12560540.453491211,3.274888877058402e-05
12500,52428800000,1.4662384748458863,99116.62769794464,12686928.345336914,3.217897392460145e-05
12625,52953088000,1.4696976613998414,100105.01482248306,12813441.897277832,3.160966298310086e-05
12750,53477376000,1.4392393255233764,101090.24580478668,12939551.463012695,3.1041112379170954e-05
12875,54001664000,1.4627568244934082,102077.42817878723,13065910.806884766,3.0473474907921627e-05
13000,54525952000,1.4575440549850465,103067.62155056,13192655.55847168,2.9906910640420392e-05
13125,55050240000,1.4550797605514527,104058.55529546738,13319495.077819824,2.9341577828745358e-05
13250,55574528000,1.4468258619308472,105043.32339286804,13445545.39428711,2.877762926800642e-05
13375,56098816000,1.4521300840377807,106031.43281936646,13572023.400878906,2.821522139129229e-05
13500,56623104000,1.4469180059432984,107026.1884021759,13699352.115478516,2.7654510631691664e-05
13625,57147392000,1.4474766778945922,108017.4569606781,13826234.490966797,2.7095649784314446e-05
13750,57671680000,1.4578331899642945,109009.42044258118,13953205.81665039,2.6538793463259935e-05
13875,58195968000,1.436700382232666,109997.29449272156,14079653.69506836,2.5984098101616837e-05
14000,58720256000,1.452729549407959,110987.51145124435,14206401.465759277,2.5431712856516242e-05
14125,59244544000,1.460614848136902,111977.30929374695,14333095.58959961,2.4881790523068048e-05
14250,59768832000,1.4357179069519044,112969.85160589218,14460141.0055542,2.4334485715371557e-05
14375,60293120000,1.4537902307510375,113955.03861904144,14586244.943237305,2.378994759055786e-05
