training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
610,2558525440,1.8591474676132203,1577.0631277561188,403728.1607055664,0.00029999890830367804
1305,5473566720,1.8590973711013794,3366.526930332184,861830.8941650391,0.00029999500839039683
2285,9583984640,1.8500521612167358,5721.44074678421,1464688.8311767578,0.00029998470563441515
3220,13505658880,1.844328899383545,7789.655754566193,1994151.8731689453,0.00029996962985023856
4090,17154703360,1.8464346218109131,9910.505961179733,2537089.5260620117,0.00029995100339874625
5000,20971520000,1.8453072452545165,11916.204143762589,3050548.2608032227,0.00029992678901180625
6095,25564282880,1.8352785205841065,14300.995573997498,3661054.8669433594,0.00029989119502715766
7065,29632757760,1.8348756313323975,16557.20342874527,4238644.077758789,0.0002998538257088512
8065,33827061760,1.8344827222824096,19036.596146821976,4873368.613586426,0.0002998095005750656
8945,37518049280,1.828942255973816,20997.795709371567,5375435.701599121,0.00029976567020639777
9820,41188065280,1.8338001585006714,23086.91358447075,5910249.877624512,0.0002997176197823137
10620,44543508480,1.8306499671936036,24985.23111462593,6396219.165344238,0.0002996697439812124
12125,50855936000,1.830906572341919,28553.66275191307,7309737.664489746,0.00029956953949294984
12855,53917777920,1.8340681982040405,30271.014125347137,7749379.616088867,0.00029951619217172265
14065,58992885760,1.8334971237182618,32994.268872737885,8446532.831420898,0.00029942087712697685
15045,63103303680,1.8326430654525756,35287.43020415306,9033582.132263184,0.0002993374364450574
16145,67717038080,1.8295758533477784,37766.7780315876,9668295.176086426,0.0002992370864376426
17180,72058142720,1.8289901733398437,40321.1701130867,10322219.548950195,0.00029913624166511
17990,75455528960,1.8290645360946656,42194.40278887749,10801767.113952637,0.0002990529465023428
18615,78076968960,1.8249164342880249,43660.11423587799,11176989.244384766,0.0002989860950037837
19680,82543902720,1.8303661298751832,46085.95684170723,11798004.95147705,0.0002988669148180634
20770,87115694080,1.830328001976013,48745.56445598602,12478864.500732422,0.00029873813036829233
21640,90764738560,1.8286544513702392,50702.001802921295,12979712.461547852,0.00029863035888411105
22640,94959042560,1.904537606239319,53069.18496012688,13585711.34979248,0.0002985011087730527
23520,98650030080,1.8263292407989502,55266.38353705406,14148194.18548584,0.00029838253976777196
24390,102299074560,1.8283975696563721,57249.15934920311,14655784.793395996,0.0002982609439641237
25230,105822289920,1.8290383148193359,59200.21234869957,15155254.36126709,0.0002981393481604755
26190,109848821760,1.8255306959152222,61412.546890974045,15721612.004089355,0.00029799542971886694
27140,113833410560,1.836202530860901,63649.32084918022,16294226.137390137,0.0002978477568831295
28160,118111600640,1.834192099571228,66052.28078484535,16909383.88092041,0.0002976834075525403
29005,121655787520,1.8257641887664795,68040.92909216881,17418477.847595215,0.000297542690532282
29670,124444999680,1.8256645202636719,69607.03523039818,17819401.018981934,0.00029742909828200936
30470,127800442880,1.826603798866272,71474.74717855453,18297535.27770996,0.00029728905064985156
31540,132288348160,1.828463740348816,73985.46221852303,18940278.327941895,0.00029709600494243205
32370,135769620480,1.8263410711288453,75954.74554181099,19444414.858703613,0.0002969417255371809
33020,138495918080,1.8224460744857789,77557.6713681221,19854763.870239258,0.0002968181506730616
34010,142648279040,1.8231004333496095,79926.30450844765,20461133.954162598,0.0002966253086924553
35155,147450757120,1.8239600515365602,82639.50283169746,21155712.72491455,0.00029639527201652527
36105,151435345920,1.8210523796081544,84922.23833799362,21740093.014526367,0.0002961987629532814
37005,155210219520,1.824894781112671,87062.47863411903,22287994.530334473,0.00029600784182548523
37705,158146232320,1.821996898651123,88712.92949080467,22710509.949645996,0.00029585615266114473
38625,162004992000,1.8280460500717164,90831.21213316917,23252790.30609131,0.0002956525713670999
39510,165716951040,1.834221510887146,92997.24526286125,23807294.78729248,0.00029545219149440527
40440,169617653760,1.8383075904846191,95242.45730638504,24382069.07043457,0.0002952368522528559
41330,173350584320,1.830979480743408,97276.91481351852,24902890.192260742,0.00029502619872801006
42160,176831856640,1.8327462816238402,99362.13406801224,25436706.321411133,0.0002948257024399936
43330,181739192320,1.830559525489807,102191.28093719482,26160967.919921875,0.0002945365267805755
44290,185765724160,1.828639841079712,104538.39753627777,26761829.76928711,0.00029429348069243133
45485,190777917440,1.8290658330917358,107089.43394422531,27414895.08972168,0.00029398369952104986
46220,193860730880,1.8209784078598021,108737.09371089935,27836695.989990234,0.00029378922772593796
47515,199292354560,1.8233415842056275,111748.68362903595,28607663.009033203,0.0002934391959570348
48345,202773626880,1.823132553100586,113723.25442433357,29113153.132629395,0.00029320994508452713
49165,206212956160,1.8234637832641603,115590.78886032104,29591241.948242188,0.00029297967557795346
50100,210134630400,1.821461820602417,117961.46292924881,30198134.509887695,0.00029271256062202156
51100,214328934400,1.822403244972229,120286.80166840553,30793421.227111816,0.0002924215223174542
51960,217936035840,1.8264352703094482,122454.73382234573,31348411.858520508,0.00029216677648946643
53060,222549770240,1.8246722745895385,125172.27768063545,32044103.086242676,0.0002918350219260901
53870,225947156480,1.820338830947876,127063.45998644829,32528245.75653076,0.0002915864752139896
54905,230288261120,1.8193842124938966,129660.89175105095,33193188.288269043,0.00029126362642273307
55730,233748561920,1.8256155633926392,131626.18517160416,33696303.403930664,0.00029100209940224886
56550,237187891200,1.8185726022720337,133608.28788876534,34203721.699523926,0.0002907384478021413
57680,241927454720,1.813451075553894,136299.1924214363,34892593.259887695,0.00029036912019364536
58740,246373416960,1.8195957946777344,138947.14162111282,35570468.25500488,0.0002900163526646793
59630,250106347520,1.8213485813140868,141040.1522409916,36106278.97369385,0.0002897154481615871
60340,253084303360,1.8193719291687012,142725.4915714264,36537725.842285156,0.00028947231476195157
61260,256943063040,1.8167563629150392,144952.09844470024,37107737.20184326,0.0002891532494686544
