training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
610,2558525440,1.6855425930023193,1897.1139693260193,971322.3522949219,9.999964095186442e-05
1305,5473566720,1.6858534002304078,3953.9528334140778,2024423.8507080078,9.999833855545148e-05
2285,9583984640,1.6797775840759277,6929.026764631271,3547661.703491211,9.999490430345759e-05
3220,13505658880,1.6760537815093994,9683.791400194168,4958101.196899414,9.99898838927038e-05
4090,17154703360,1.6780737400054933,12278.094851970673,6286384.564208984,9.998367022490129e-05
4920,20635975680,1.6767868757247926,14765.170921087265,7559767.51159668,9.997637243941426e-05
5980,25081937920,1.6687620067596436,17988.87156009674,9210302.238769531,9.996508742915466e-05
7055,29590814720,1.6687665700912475,21320.745223760605,10916221.55456543,9.995140862884e-05
8010,33596375040,1.6687959432601929,24052.958471775055,12315114.737548828,9.993736603064463e-05
8855,37140561920,1.6646751880645752,26571.01509451866,13604359.728393555,9.992346167564392e-05
9790,41062236160,1.667150092124939,29322.628955841064,15013186.025390625,9.990644321078435e-05
10590,44417679360,1.6680599355697632,31664.773193597794,16212363.87512207,9.989053796743974e-05
12010,50373591040,1.6669668674468994,35792.284029722214,18325649.423217773,9.98592222458683e-05
12785,53624176640,1.6654963159561158,38049.04229402542,19481109.654541016,9.984047937905416e-05
14005,58741227520,1.6691387319564819,41822.276722192764,21413005.681762695,9.980860340874642e-05
14980,62830673920,1.668532657623291,44613.8479077816,22842290.12878418,9.97810420813039e-05
16015,67171778560,1.6670718574523926,47526.440905332565,24333537.743530273,9.974977001547813e-05
17005,71324139520,1.664426064491272,50729.40717816353,25973456.475219727,9.971790859708562e-05
17735,74385981440,1.6633957433700561,53258.61197471619,27268409.331054688,9.969319216907024e-05
18550,77804339200,1.6640826654434204,56055.0195646286,28700170.017089844,9.966438665287569e-05
19650,82418073600,1.6638477802276612,59274.43051695824,30348508.424682617,9.96234521153383e-05
20575,86297804800,1.6603386735916137,62074.27830815315,31782030.493774414,9.958722512237728e-05
21415,89821020160,1.6588686847686767,65249.258695840836,33407620.452270508,9.955288987839594e-05
22455,94183096320,1.6669919872283936,68660.23228526115,35154038.93005371,9.950848470907658e-05
23190,97265909760,1.658578553199768,70891.71391367912,36296557.52380371,9.947584476321936e-05
24060,100914954240,1.6631158542633058,73743.49387645721,37756668.864746094,9.94358561001718e-05
24950,104647884800,1.6628629207611083,76555.16063809395,39196242.2467041,9.939344454323873e-05
25935,108779274240,1.658610258102417,79481.77792549133,40694670.29785156,9.934472473105416e-05
26880,112742891520,1.6641214656829835,82465.46794891357,42222319.58984375,9.929622319759801e-05
27830,116727480320,1.6625131607055663,85392.26945400238,43720841.96044922,9.92457426036708e-05
28910,121257328640,1.6605167865753174,88605.23978829384,45365882.771606445,9.918623982230201e-05
29505,123752939520,1.6569377756118775,90504.80494618416,46338460.13244629,9.915250848280266e-05
30295,127066439680,1.660773663520813,92941.74803853035,47586174.99572754,9.91066699498333e-05
31255,131092971520,1.6605517864227295,95926.74063920975,49114491.20727539,9.904935723170638e-05
32055,134448414720,1.660908842086792,98320.47918200493,50340085.34118652,9.900025179376826e-05
32870,137866772480,1.65834463596344,100868.9860868454,51644920.876464844,9.894896356854588e-05
33615,140991528960,1.6540458488464356,103120.15302538872,52797518.34899902,9.890097862808034e-05
34715,145605263360,1.6596436452865602,106417.87900209427,54485954.049072266,9.882818994810805e-05
35830,150281912320,1.6585133266448975,109801.9390130043,56218592.7746582,9.875206160359085e-05
36735,154077757440,1.6590415525436402,112607.21660614014,57654894.90234375,9.86885279417038e-05
37415,156929884160,1.659035701751709,114654.57082629204,58703140.26306152,9.863977902568877e-05
38375,160956416000,1.6577421855926513,117841.28092646599,60334735.834350586,9.856945689534768e-05
39135,164144087040,1.6602023220062256,120335.72724461555,61611892.349243164,9.851254435488954e-05
40075,168086732800,1.6609502840042114,123117.96967148781,63036400.47180176,9.84406506177038e-05
40990,171924520960,1.6566805362701416,126024.98935699463,64524794.55078125,9.836906974669546e-05
41900,175741337600,1.6603699398040772,128882.32777953148,65987751.82312012,9.829631017055362e-05
42960,180187299840,1.6592448711395265,132039.1249859333,67604031.99279785,9.82096025836654e-05
43930,184255774720,1.6601629829406739,134894.9167919159,69066197.39746094,9.812841017264873e-05
44915,188387164160,1.659558835029602,138016.3766002655,70664384.81933594,9.804415458347648e-05
45940,192686325760,1.6606974363327027,141219.84046936035,72304558.3203125,9.795455844141543e-05
47095,197530746880,1.6550556468963622,145224.665299654,74355028.63342285,9.785124711925164e-05
48015,201389506560,1.658552746772766,148789.070854187,76180004.27734375,9.776718070497736e-05
48850,204891750400,1.654012360572815,151646.2521469593,77642881.09924316,9.768952440936118e-05
49800,208876339200,1.6578383588790893,154507.05228209496,79107610.76843262,9.759959357324988e-05
50825,213175500800,1.6550636291503906,157681.1609339714,80732754.39819336,9.75006987573579e-05
51535,216153456640,1.6622870302200317,159870.247528553,81853566.73461914,9.743106056703255e-05
52595,220599418880,1.6568165254592895,163073.56426477432,83493664.90356445,9.73253627307713e-05
53340,223724175360,1.6578169679641723,165458.70298862457,84714855.93017578,9.724983829073608e-05
54460,228421795840,1.655785961151123,169538.86229515076,86803897.49511719,9.713438339531422e-05
55450,232574156800,1.6557291793823241,173045.50102710724,88599296.5258789,9.703042451292276e-05
56200,235719884800,1.6566363430023194,175296.94526910782,89752035.9777832,9.695047629065812e-05
57230,240040017920,1.6505089855194093,178968.6926484108,91631970.63598633,9.683900862000883e-05
58245,244297236480,1.6495595455169678,182078.64679336548,93224267.15820312,9.672727901488543e-05
59125,247988224000,1.6540279960632325,185023.48828434944,94732026.00158691,9.662890079198405e-05
59900,251238809600,1.654496250152588,187608.36953759193,96055485.20324707,9.65411018114537e-05
60585,254111907840,1.6526466417312622,189700.2673280239,97126536.87194824,9.646259422879666e-05
61715,258851471360,1.6533326721191406,193004.69970941544,98818406.2512207,9.633124864194542e-05
62495,262123028480,1.653482313156128,195308.55953931808,99997982.48413086,9.623924415791407e-05
63285,265436528640,1.6517555952072143,197711.21407270432,101228141.60522461,9.614495502319187e-05
64155,269085573120,1.651715693473816,200361.15928173065,102584913.5522461,9.603982471162453e-05
65375,274202624000,1.6525275278091431,203985.89783072472,104440779.68933105,9.589012915967032e-05
66390,278459842560,1.6505742025375367,206950.92642903328,105958874.33166504,9.576357115292922e-05
67410,282738032640,1.6526681613922118,210000.23380041122,107520119.70581055,9.563456114847213e-05
68495,287288852480,1.6508707523345947,213198.514097929,109157639.21813965,9.549531387165189e-05
69485,291441213440,1.6529693412780762,216140.0075018406,110663683.84094238,9.536644938634709e-05
70375,295174144000,1.6477750110626221,218802.50173568726,112026880.88867188,9.524913184577599e-05
71375,299368448000,1.6523709774017334,221680.82946777344,113500584.6875,9.511566895525903e-05
72250,303038464000,1.65645592212677,224246.300791502,114814106.00524902,9.4997463747859e-05
72910,305806704640,1.6495100831985474,226307.12080478668,115869245.85205078,9.490742377238348e-05
73635,308847575040,1.652484884262085,228490.62260985374,116987198.77624512,9.480764128966257e-05
74445,312244961280,1.6505349016189574,230927.17827439308,118234715.27648926,9.469508950132877e-05
75540,316837724160,1.6524196863174438,234261.62115573883,119941950.03173828,9.454113751417026e-05
76600,321283686400,1.6476275110244751,237652.7665257454,121678216.46118164,9.439014684176072e-05
77625,325582848000,1.6509362316131593,240634.72063064575,123204976.96289062,9.424231393495575e-05
78550,329462579200,1.6502577877044677,243378.22546839714,124609651.43981934,9.410736674908549e-05
79545,333635911680,1.654895691871643,246278.8074707985,126094749.42504883,9.396058885613456e-05
80445,337410785280,1.6534708881378173,248978.18375825882,127476830.08422852,9.382638381794095e-05
81190,340535541760,1.6518910026550293,251156.6082262993,128592183.41186523,9.371425403514877e-05
82185,344708874240,1.6536113739013671,254154.40636992455,130127056.06140137,9.356304508401081e-05
82935,347854602240,1.651641206741333,256488.77964019775,131322255.17578125,9.34479758143425e-05
83925,352006963200,1.6517295885086059,259617.43124604225,132924124.79797363,9.32946422835812e-05
84780,355593093120,1.65317759513855,262337.7465057373,134316926.2109375,9.31609101826325e-05
85600,359032422400,1.6501420879364013,264969.40141797066,135664333.52600098,9.303151455242187e-05
86780,363981701120,1.651088833808899,268571.0127258301,137508358.515625,9.284335828851908e-05
87925,368784179200,1.6486101579666137,272122.2147834301,139326573.9691162,9.265860717277974e-05
88810,372496138240,1.6465612363815307,274872.44762539864,140734693.1842041,9.25143322092481e-05
89700,376229068800,1.648059244155884,277687.9772388935,142176244.34631348,9.236795449396595e-05
90540,379752284160,1.6480064725875854,280338.8077175617,143533469.5513916,9.222862718161196e-05
91310,382981898240,1.649671378135681,282791.33026599884,144789161.0961914,9.209990821545944e-05
92385,387490775040,1.6463720989227295,286173.79826545715,146520984.71191406,9.19185986276716e-05
93300,391328563200,1.6494127893447876,289197.25623965263,148068995.19470215,9.176282037515193e-05
94100,394684006400,1.6435930490493775,291778.8356876373,149390763.8720703,9.16255303309299e-05
95080,398794424320,1.6447404861450194,294839.3514418602,150957747.93823242,9.145595686277375e-05
96180,403408158720,1.644712586402893,298255.2208709717,152706673.0859375,9.126381337409839e-05
97485,408881725440,1.648964114189148,302335.3128480911,154795680.17822266,9.10333837964572e-05
98210,411922595840,1.6456940412521361,304532.10201978683,155920436.23413086,9.090422099689022e-05
99045,415424839680,1.6437675905227662,307001.86823129654,157184956.53442383,9.075444540940225e-05
99955,419241656320,1.6476784658432007,309714.3944990635,158573769.9835205,9.058997966349125e-05
100635,422093783040,1.6452250003814697,311739.73224401474,159610742.90893555,9.046625200426206e-05
101515,425784770560,1.6434517812728882,314351.05618953705,160947740.76904297,9.030506771523505e-05
102495,429895188480,1.6423669862747192,317187.07213640213,162399780.9338379,9.012418013298884e-05
103285,433208688640,1.6462944984436034,319457.65912771225,163562321.47338867,8.99772931006737e-05
104025,436312473600,1.6418065071105956,321632.3501121998,164675763.2574463,8.983884617919102e-05
105375,441974784000,1.643433566093445,325841.69674396515,166830948.73291016,8.95841367309913e-05
106250,445644800000,1.646211986541748,328499.4757652283,168191731.59179688,8.941758278524503e-05
107160,449461616640,1.6458940267562867,331258.59780430794,169604402.07580566,8.924315625336021e-05
107985,452921917440,1.6464708375930786,333728.1464064121,170868810.960083,8.908395830076188e-05
108845,456529018880,1.6449185752868651,336335.31555891037,172203681.5661621,8.89169386937283e-05
109550,459486003200,1.6458114385604858,338414.35064315796,173268147.52929688,8.87792048160918e-05
110495,463449620480,1.6404631280899047,341202.4517726898,174695655.3076172,8.859344234224409e-05
111340,466993807360,1.6420267820358276,343659.9429130554,175953890.77148438,8.842623356031254e-05
112115,470244392960,1.6405222129821777,346069.3521118164,177187508.28125,8.827196143101901e-05
112825,473222348800,1.639905390739441,348212.2863519192,178284690.61218262,8.812986925477162e-05
113535,476200304640,1.6416930913925172,350334.0651714802,179371041.36779785,8.798705675872043e-05
114410,479870320640,1.6394375514984132,352955.2455377579,180713085.71533203,8.781005453784019e-05
115295,483582279680,1.6415480279922485,355690.48432946205,182113527.97668457,8.762993093114346e-05
116265,487650754560,1.6390764284133912,358664.8952591419,183636426.37268066,8.743122452870011e-05
117160,491404656640,1.6419943428039552,361513.8859128952,185095109.58740234,8.724670624360442e-05
118670,497738055680,1.6381413125991822,366306.47960424423,187548917.55737305,8.693286508787423e-05
119690,502016245760,1.6425892257690429,369459.5003128052,189163264.16015625,8.671906834933907e-05
121080,507846328320,1.643898754119873,373746.78114295006,191358351.94519043,8.642542525194585e-05
122240,512711720960,1.6420661306381226,377362.95428037643,193209832.59155273,8.617834828328341e-05
123340,517325455360,1.6386322450637818,380808.5486996174,194973976.9342041,8.59423671499826e-05
