training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
125,524288000,1.3418247509002685,931.8152546882629,477089.4104003906,1.424689071427565e-05
250,1048576000,1.3494457769393922,1892.8055691719055,969116.4514160156,2.2908012397238053e-05
375,1572864000,1.3450150632858275,2841.477949619293,1454836.7102050781,2.2896543669048697e-05
500,2097152000,1.3463186407089234,3801.364312171936,1946298.5278320312,2.28722292376915e-05
625,2621440000,1.357196674346924,4742.318592071533,2428067.119140625,2.2835098206996918e-05
750,3145728000,1.3642438173294067,5690.46168088913,2913516.3806152344,2.278519059473183e-05
875,3670016000,1.3604784631729125,6645.177431106567,3402330.8447265625,2.272256460855715e-05
1000,4194304000,1.350071816444397,7589.283299446106,3885713.0493164062,2.2647287551080808e-05
1125,4718592000,1.359410786628723,8539.165923595428,4372052.952880859,2.2559446733794175e-05
1250,5242880000,1.367375102043152,9474.964418411255,4851181.7822265625,2.245913856313564e-05
1375,5767168000,1.3527356910705566,10430.55284500122,5340443.056640625,2.2346477635437623e-05
1500,6291456000,1.350779275894165,11383.854374885559,5828533.439941406,2.222158946096897e-05
1625,6815744000,1.3523637342453003,12330.729007720947,6313333.251953125,2.2084612282924354e-05
1750,7340032000,1.3702508544921874,13284.42476272583,6801625.478515625,2.193570435338188e-05
1875,7864320000,1.3592170333862306,14231.939177513123,7286752.858886719,2.1775029381387867e-05
2000,8388608000,1.375773310661316,15178.148682117462,7771212.125244141,2.1602767446893267e-05
2125,8912896000,1.355927152633667,16116.971938610077,8251889.632568359,2.141911318176426e-05
2250,9437184000,1.3739105558395386,17064.795393943787,8737175.241699219,2.122427395079285e-05
2375,9961472000,1.3521932220458985,18012.379891872406,9222338.504638672,2.1018466213718057e-05
2500,10485760000,1.3504028701782227,18967.846796512604,9711537.559814453,2.0801922801183537e-05
2625,11010048000,1.362982177734375,19911.94496870041,10194915.82397461,2.057488563877996e-05
2750,11534336000,1.3546034097671509,20865.127074718475,10682945.06225586,2.0337609385023825e-05
2875,12058624000,1.3497952461242675,21813.99649620056,11168766.206054688,2.009036143135745e-05
3000,12582912000,1.349095754623413,22763.452064990997,11654887.45727539,1.983342008315958e-05
3046,12775849984,1.3463608264923095,23145.171978473663,11850328.052978516,1.973648068087641e-05
3171,13300137984,1.3599746942520141,24092.784764766693,12335505.799560547,1.9466746380203404e-05
3296,13824425984,1.3763371849060058,25021.107606887817,12810807.094726562,1.9188015357940458e-05
3421,14348713984,1.3610063695907593,25969.015357494354,13296135.86303711,1.890060411824379e-05
3546,14873001984,1.3589703798294068,26897.04850435257,13771288.834228516,1.860483462223783e-05
3671,15397289984,1.3462161684036256,27841.132175922394,14254659.674072266,1.830103610700462e-05
3796,15921577984,1.3638871717453003,28781.747272014618,14736254.603271484,1.798955418053083e-05
3921,16445865984,1.3659167861938477,29728.183631896973,15220830.01953125,1.767073445080314e-05
4046,16970153984,1.3543964910507202,30663.842606544495,15699887.414550781,1.734493525873404e-05
4171,17494441984,1.3538448762893678,31585.340785980225,16171694.482421875,1.7012525859172456e-05
4296,18018729984,1.3664672470092774,32533.905737400055,16657359.737548828,1.6673875506967306e-05
4421,18543017984,1.3337582159042358,33466.050419807434,17134617.814941406,1.6329366189893335e-05
4546,19067305984,1.3535391807556152,34392.57918596268,17609000.54321289,1.5979385352693498e-05
4671,19591593984,1.3478158473968507,35334.314131736755,18091168.83544922,1.5624324078089558e-05
4796,20115881984,1.353451647758484,36272.28346824646,18571409.135742188,1.526458072476089e-05
4921,20640169984,1.3361215162277222,37208.85023355484,19050931.319580078,1.4900561836839188e-05
