training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
91,381681664,1.705876648426056,349.417592048645,178901.80712890625,1.0371736607339699e-05
216,905969664,1.3897495508193969,832.8181312084198,426402.88317871094,2.2908907340024598e-05
341,1430257664,1.3739526987075805,1318.5057065486908,675074.9217529297,2.2900934709468856e-05
466,1954545664,1.3832926273345947,1805.5603597164154,924446.9041748047,2.2880112737766467e-05
591,2478833664,1.3864504384994507,2294.4699738025665,1174768.626586914,2.2846465071779676e-05
716,3003121664,1.3858818292617798,2784.9419543743134,1425890.2806396484,2.2800028091296554e-05
841,3527409664,1.3914724779129028,3264.606221675873,1671478.3854980469,2.2740854547009803e-05
966,4051697664,1.3931560230255127,3746.0561714172363,1917980.759765625,2.2669011741527356e-05
1091,4575985664,1.3886774349212647,4224.053797483444,2162715.5443115234,2.2584577891393565e-05
1216,5100273664,1.382537717819214,4707.173058748245,2410072.6060791016,2.248765122203622e-05
1341,5624561664,1.3739740705490113,5187.4164662361145,2655957.2307128906,2.237833723484073e-05
1466,6148849664,1.3830442571640014,5670.519166946411,2903305.8134765625,2.2256761440075934e-05
1591,6673137664,1.3852701997756958,6152.999006271362,3150335.4912109375,2.21230584429577e-05
1716,7197425664,1.386291127204895,6642.058992147446,3400734.203979492,2.197737921960652e-05
1841,7721713664,1.3890380668640137,7120.562220573425,3645727.8569335938,2.181988747906871e-05
1966,8246001664,1.3930994033813477,7602.080244779587,3892265.0853271484,2.1650757844327018e-05
2091,8770289664,1.3860662460327149,8087.039831638336,4140564.393798828,2.1470183128258213e-05
2216,9294577664,1.3901223468780517,8576.771399736404,4391306.956665039,2.1278365238686092e-05
2341,9818865664,1.3740155982971192,9059.70199084282,4638567.419311523,2.1075518816360272e-05
2466,10343153664,1.3859577751159669,9559.923065662384,4894680.609619141,2.0861871234956197e-05
2591,10867441664,1.3812617683410644,10046.367039442062,5143739.924194336,2.063766442006454e-05
2716,11391729664,1.3804499912261963,10535.779034852982,5394318.865844727,2.0403147573233582e-05
2841,11916017664,1.384134612083435,11017.524654626846,5640972.623168945,2.015858444792684e-05
2966,12440305664,1.397765965461731,11485.786287546158,5880722.579223633,1.9904251530533656e-05
3091,12964593664,1.388447904586792,11955.793720245361,6121366.384765625,1.964043258340098e-05
3216,13488881664,1.3898451328277588,12451.093034505844,6374959.633666992,1.936742410180159e-05
3341,14013169664,1.3765104770660401,12931.488008260727,6620921.860229492,1.908553167595528e-05
3466,14537457664,1.3819945049285889,13421.37786245346,6871745.465576172,1.8795073629007675e-05
3591,15061745664,1.3872785711288451,13903.579456567764,7118632.681762695,1.8496373741072603e-05
3716,15586033664,1.3836394453048706,14392.38246178627,7368899.82043457,1.8189770344179124e-05
3841,16110321664,1.3756385660171508,14880.113869667053,7618618.301269531,1.7875605408335105e-05
3966,16634609664,1.3765320539474488,15363.77294754982,7866251.749145508,1.7554231817484833e-05
4091,17158897664,1.3764560317993164,15841.730751752853,8110966.144897461,1.7226009731530212e-05
4216,17683185664,1.382050995826721,16318.189003229141,8354912.76965332,1.6891310224309564e-05
4341,18207473664,1.3691874313354493,16799.251779079437,8601216.910888672,1.6550506188650616e-05
4466,18731761664,1.373625202178955,17280.20972585678,8847467.379638672,1.620398325030692e-05
4591,19256049664,1.3770133256912231,17751.82107067108,9088932.388183594,1.5852127035032026e-05
4716,19780337664,1.373738374710083,18241.69244503975,9339746.531860352,1.549533408251591e-05
4841,20304625664,1.3801136875152589,18729.366693258286,9589435.746948242,1.5134005479922052e-05
4966,20828913664,1.3735867881774901,19202.151559352875,9831501.598388672,1.4768545952392742e-05
5091,21353201664,1.3708916187286377,19678.468351125717,10075375.795776367,1.4399365682038479e-05
5216,21877489664,1.3585072612762452,20166.363731384277,10325178.23046875,1.4026880307937972e-05
5341,22401777664,1.3708581686019898,20646.85131764412,10571187.874633789,1.3651506378664635e-05
5466,22926065664,1.3721266412734985,21129.20548892021,10818153.210327148,1.3273666809254792e-05
5591,23450353664,1.3749419021606446,21609.75633239746,11064195.2421875,1.2893784514744766e-05
