training_steps,training_tokens,training_loss,walltime,gputime,learning_rate
71,297795584,1.47369270665305,397.10143852233887,101657.96826171875,2.2886579245096073e-05
251,1052770304,1.466986322402954,1411.2801127433777,361287.7088623047,2.282892819494009e-05
426,1786773504,1.4640694952011108,2410.1121215820312,616988.703125,2.2772877855459228e-05
606,2541748224,1.4616392421722413,3477.7535634040833,890304.9122314453,2.2715224986313842e-05
806,3380609024,1.4583057737350464,4653.425055027008,1191276.814086914,2.265116745547857e-05
991,4156555264,1.4583696508407593,5718.361866950989,1463900.6379394531,2.2591913875658065e-05
1171,4911529984,1.4582095050811767,6741.613007068634,1725852.9298095703,2.253426100651268e-05
1341,5624561664,1.4529680252075194,7713.668680667877,1974699.1822509766,2.247981319669634e-05
1501,6295650304,1.4501334953308105,8621.224375247955,2207033.4400634766,2.2428566808230244e-05
1676,7029653504,1.451622953414917,9610.840321063995,2460375.122192383,2.237251646874938e-05
1866,7826571264,1.4495216369628907,10703.259065628052,2740034.3208007812,2.231166035926435e-05
2036,8539602944,1.4469772100448608,11684.409635543823,2991208.8666992188,2.225721073045861e-05
2241,9399435264,1.4482860517501832,12859.758198738098,3292098.098876953,2.219155248894822e-05
2446,10259267584,1.4409220123291016,14035.69892692566,3593138.9252929688,2.2125892428448424e-05
2621,10993270784,1.4472684621810914,15047.394223690033,3852132.9212646484,2.2069842088967562e-05
2811,11790188544,1.445444531440735,16143.811727046967,4132815.8021240234,2.2008987798471935e-05
2996,12566134784,1.4392793607711791,17204.296951770782,4404300.01965332,2.194973421865143e-05
3201,13425967104,1.4440330839157105,18407.04509782791,4712203.545043945,2.1884074158151634e-05
3386,14201913344,1.4335206747055054,19477.405550956726,4986215.821044922,2.1824820578331128e-05
3606,15124660224,1.440560131072998,20766.99211883545,5316349.982421875,2.1754358385805972e-05
3816,16005464064,1.4400539588928223,22009.31232738495,5634383.955810547,2.1687097614631057e-05
4016,16844324864,1.438271427154541,23189.36262655258,5936476.832397461,2.1623038264806382e-05
4176,17515413504,1.4366879606246947,24139.870605945587,6179806.87512207,2.157179369532969e-05
4361,18291359744,1.4375964212417602,25209.2717795372,6453573.575561523,2.1512540115509182e-05
4521,18962448384,1.4364584255218507,26151.043837547302,6694667.222412109,2.1461293727043085e-05
4721,19801309184,1.4339923286437988,27324.591954231262,6995095.540283203,2.1397236196207814e-05
4866,20409483264,1.433902955055237,28174.024997234344,7212550.399291992,2.135079375875648e-05
5061,21227372544,1.4338279819488526,29321.09828519821,7506201.161010742,2.128833693859633e-05
5226,21919432704,1.4332992553710937,30303.489630699158,7757693.345458984,2.1235489839455113e-05
5376,22548578304,1.4279510736465455,31178.41241168976,7981673.577392578,2.118744669132866e-05
5566,23345496064,1.42837553024292,32296.45816373825,8267893.289916992,2.112659058184363e-05
5721,23995613184,1.4246121883392333,33216.91590595245,8503530.471923828,2.1076946723042056e-05
5901,24750587904,1.431197500228882,34274.929540634155,8774381.962402344,2.101929385389667e-05
6066,25442648064,1.4288726139068604,35232.71995592117,9019576.30871582,2.0966446754755452e-05
6201,26008879104,1.4282044458389282,36033.86194038391,9224668.656738281,2.0923207557643764e-05
6346,26617053184,1.4277589654922485,36887.47540283203,9443193.703125,2.087676512019243e-05
6526,27372027904,1.4250334215164184,37939.25610589981,9712449.563110352,2.081911407003645e-05
6706,28127002624,1.4284133195877076,39000.341384887695,9984087.39453125,2.0761461200891063e-05
6876,28840034304,1.4279419994354248,39997.33863401413,10239318.690307617,2.070701157208532e-05
7031,29490151424,1.4232130575180053,40910.256083488464,10473025.557373047,2.0657367713283747e-05
7211,30245126144,1.4220079183578491,41974.763253211975,10745539.392822266,2.059971484413836e-05
7411,31083986944,1.4246915149688721,43143.75227975845,11044800.583618164,2.053565731330309e-05
7626,31985762304,1.42647207736969,44393.709319114685,11364789.58569336,2.0466795831453055e-05
7811,32761708544,1.4238710260391236,45475.84977436066,11641817.542236328,2.040754225163255e-05
7966,33411825664,1.4236481237411498,46369.85544490814,11870682.993896484,2.0357896573841572e-05
8116,34040971264,1.422211389541626,47244.5945315361,12094616.200073242,2.030985342571512e-05
8296,34795945984,1.4229853677749633,48298.375187397,12364384.047973633,2.0252202375559136e-05
8476,35550920704,1.4201629781723022,49340.339622974396,12631126.943481445,2.019454950641375e-05
8626,36180066304,1.42341215133667,50205.97544956207,12852729.71508789,2.0146506358287297e-05
8786,36851154944,1.4176685619354248,51133.5548787117,13090190.048950195,2.00952599698212e-05
8981,37669044224,1.4213467264175415,52281.28085184097,13384007.898071289,2.003280314966105e-05
9186,38528876544,1.4187974977493285,53508.92861413956,13698285.725219727,1.9967144908150658e-05
9351,39220936704,1.4159893560409547,54473.425593853,13945196.952026367,1.9914295990020037e-05
9531,39975911424,1.4171082592010498,55511.18561553955,14210863.517578125,1.9856644939864054e-05
9716,40751857664,1.416615138053894,56584.18297576904,14485550.841796875,1.9797391360043548e-05
9921,41611689984,1.4155132627487184,57779.220145225525,14791480.357177734,1.9731731299543753e-05
10177,42685431808,1.4145294969732112,59448.04566669464,15218699.690673828,1.964973853318952e-05
10357,43440406528,1.4141811180114745,60488.310695171356,15485007.537963867,1.9592085664044134e-05
10567,44321210368,1.4111023616790772,61695.77805566788,15794119.182250977,1.952482489286922e-05
10742,45055213568,1.4151236248016357,62696.00500392914,16050177.28100586,1.9468774553388357e-05
10912,45768245248,1.414131145477295,63665.24085569382,16298301.659057617,1.9414324924582615e-05
11072,46439333888,1.411918625831604,64582.81062412262,16533199.51977539,1.9363078536116518e-05
11262,47236251648,1.412489767074585,65668.02885580063,16811015.38708496,1.930222424562089e-05
11472,48117055488,1.4109765958786011,66859.09275341034,17115927.744873047,1.9234963474445976e-05
11652,48872030208,1.4112206506729126,67900.513256073,17382531.393554688,1.917731060530059e-05
11822,49585061888,1.4109343385696411,68869.3891863823,17630563.631713867,1.9122862795484252e-05
11987,50277122048,1.413049693107605,69813.31697273254,17872209.14501953,1.907001387735363e-05
12162,51011125248,1.4108664989471436,70823.33511638641,18130773.789794922,1.901396353787277e-05
12357,51829014528,1.410397276878357,71940.81193733215,18416847.85595703,1.895150671771262e-05
12547,52625932288,1.4100719022750854,73030.41063594818,18695785.122802734,1.8890652427216992e-05
12712,53317992448,1.4067216157913207,73980.5636434555,18939024.29272461,1.8837805328075774e-05
12907,54135881728,1.4081766414642334,75091.20641040802,19223348.841064453,1.8775348507915623e-05
